business_name,category,borough,latitude,longitude,poi_type,description
RA @ CITADEL CONFERENCE CENTER,unknown,MANHATTAN,40.76013593122,-73.97686164576,restaurant,unknown restaurant in MANHATTAN
LINCOLN STATION,unknown,BROOKLYN,40.67180392616,-73.97749443141,restaurant,unknown restaurant in BROOKLYN
ALTA GAMA,unknown,QUEENS,40.70880856561,-73.77848691614,restaurant,unknown restaurant in QUEENS
MANGOS 960,unknown,BROOKLYN,40.65521375308,-74.00675755349,restaurant,unknown restaurant in BROOKLYN
GENATSVALE INC,unknown,BROOKLYN,40.6053535281,-73.98183130733,restaurant,unknown restaurant in BROOKLYN
DANTE APERITIVO BAR,unknown,MANHATTAN,40.7367967442,-74.00401260566,restaurant,unknown restaurant in MANHATTAN
FRAME3 INC,unknown,MANHATTAN,40.79137066832,-73.97418551453,restaurant,unknown restaurant in MANHATTAN
WU JIA YOU TIAN SWEETNESS INC.,unknown,QUEENS,40.74719586468,-73.92341650594,restaurant,unknown restaurant in QUEENS
The Canuck True North,unknown,MANHATTAN,40.74754235543,-73.99314281904,restaurant,unknown restaurant in MANHATTAN
SIP & SIZZLE,unknown,MANHATTAN,40.77494261333,-73.9478494536,restaurant,unknown restaurant in MANHATTAN
PA-NASH EUROSOUL,unknown,QUEENS,40.66017128168,-73.73947018425,restaurant,unknown restaurant in QUEENS
SHEER BLISS TASTE,unknown,BROOKLYN,40.64082597161,-73.95021031058,restaurant,unknown restaurant in BROOKLYN
CARIBBEAN FLAME CUISINE,unknown,QUEENS,40.68229006769,-73.81497654582,restaurant,unknown restaurant in QUEENS
"HEART & SEOUL FOOD CO, LLC",unknown,MANHATTAN,40.73660979179,-73.99067937838,restaurant,unknown restaurant in MANHATTAN
TAQUERIA AL PASTOR,mexican,BROOKLYN,40.70345966173,-73.91789106533,restaurant,mexican restaurant in BROOKLYN
GREENLAND DELI PLUS CORP,unknown,BRONX,40.89904998943,-73.86747289558,restaurant,unknown restaurant in BRONX
CULINARY HUMAN SERVICES,unknown,MANHATTAN,40.86135114942,-73.9211840876,restaurant,unknown restaurant in MANHATTAN
DOUBLE UP EATS,unknown,BROOKLYN,40.69169932174,-73.9852946982,restaurant,unknown restaurant in BROOKLYN
GUI ZHOU HOT POT,unknown,QUEENS,40.7590989094,-73.83413911857,restaurant,unknown restaurant in QUEENS
GOLDEN STEER AT ONE FIFTH,unknown,MANHATTAN,40.73190559332,-73.99658664995,restaurant,unknown restaurant in MANHATTAN
MARASSI CAFE LLC,unknown,BROOKLYN,40.7002637676,-73.99345064447,restaurant,unknown restaurant in BROOKLYN
BIG TOTS LITTLE TIKES FOOD GOURMET INC,unknown,MANHATTAN,40.81418174023,-73.94824849511,restaurant,unknown restaurant in MANHATTAN
HOMEMADE TAQUERIA V-A CORP,unknown,MANHATTAN,40.75704748915,-73.99363995599,restaurant,unknown restaurant in MANHATTAN
ROYAL CENTURY BANQUET INC.,unknown,MANHATTAN,40.71379273744,-73.9934060235,restaurant,unknown restaurant in MANHATTAN
MI CASA ARGENTINA,unknown,BROOKLYN,40.67504222592,-73.99943399865,restaurant,unknown restaurant in BROOKLYN
GOOGLE NYC SJT FL2 CAFE,unknown,MANHATTAN,40.72815040983,-74.00952148122,restaurant,unknown restaurant in MANHATTAN
PLATAN RESTAURANT,unknown,BROOKLYN,40.59646247482,-73.97791241541,restaurant,unknown restaurant in BROOKLYN
L'INDUSTRIE PIZZERIA,unknown,MANHATTAN,40.71917263081,-73.99689394212,restaurant,unknown restaurant in MANHATTAN
LIGHTHOUSE FISHMARKET,seafood,MANHATTAN,40.79562727871,-73.93245473741,restaurant,seafood restaurant in MANHATTAN
PARK ROSE,unknown,MANHATTAN,40.74469773972,-73.98308153335,restaurant,unknown restaurant in MANHATTAN
THE EDGE HARLEM KITCHEN,unknown,MANHATTAN,40.80109176624,-73.94192694908,restaurant,unknown restaurant in MANHATTAN
EARTHBAR,unknown,MANHATTAN,40.75225543632,-73.97546398553,restaurant,unknown restaurant in MANHATTAN
MUSHA SUSHI INC.,unknown,BROOKLYN,40.67249773846,-73.94964943568,restaurant,unknown restaurant in BROOKLYN
MANGOSEEDS,unknown,BROOKLYN,40.65435045579,-73.95959215567,restaurant,unknown restaurant in BROOKLYN
BABYSIPS BROOKLYN LLC,unknown,BROOKLYN,40.70717912407,-73.92225436205,restaurant,unknown restaurant in BROOKLYN
ALL BLUES,unknown,MANHATTAN,40.71810769418,-74.00141772494,restaurant,unknown restaurant in MANHATTAN
BLACK SEED BAGELS,unknown,MANHATTAN,40.7421407095,-74.00604104562,restaurant,unknown restaurant in MANHATTAN
CITYPICKLE TIMES SQUARE,unknown,MANHATTAN,40.7570962405,-73.98619342435,restaurant,unknown restaurant in MANHATTAN
532 COURT,unknown,BROOKLYN,40.67559117952,-73.99916721406,restaurant,unknown restaurant in BROOKLYN
EMERALD CAFE BUSHWICK CORP.,unknown,BROOKLYN,40.70549375506,-73.91819512475,restaurant,unknown restaurant in BROOKLYN
FRANCIE,unknown,BROOKLYN,40.71031519571,-73.96416786995,restaurant,unknown restaurant in BROOKLYN
BOBA WHALE,unknown,MANHATTAN,40.79812702805,-73.96925639488,restaurant,unknown restaurant in MANHATTAN
KEANAH WEST VILLAGE LLC,unknown,MANHATTAN,40.73564926891,-74.00732865217,restaurant,unknown restaurant in MANHATTAN
POPEYES,unknown,BROOKLYN,40.7044883089,-73.92928337177,restaurant,unknown restaurant in BROOKLYN
KORNCHAWAN,unknown,BROOKLYN,40.7146797337,-73.94440135435,restaurant,unknown restaurant in BROOKLYN
PA'L KARAJO,unknown,QUEENS,40.7540123999,-73.90010998546,restaurant,unknown restaurant in QUEENS
AL DENTE FRESH PASTA,unknown,BROOKLYN,40.67115184917,-73.98463594564,restaurant,unknown restaurant in BROOKLYN
AMARONE,unknown,MANHATTAN,40.76182312199,-73.9901415832,restaurant,unknown restaurant in MANHATTAN
FINNEGAN'S WAKE,irish,MANHATTAN,40.768577977,-73.95543946064,restaurant,irish restaurant in MANHATTAN
HADJA MARLEY,african,BROOKLYN,40.68125078015,-73.95621191601,restaurant,african restaurant in BROOKLYN
GEORGIE'S,unknown,MANHATTAN,40.71696507392,-73.98640739023,restaurant,unknown restaurant in MANHATTAN
PEEK INN,unknown,BROOKLYN,40.72344180333,-73.94046519482,restaurant,unknown restaurant in BROOKLYN
Radio Kwara,unknown,BROOKLYN,40.68734567795,-73.96032569016,restaurant,unknown restaurant in BROOKLYN
FRIED RICE KING,unknown,MANHATTAN,40.75450075314,-73.97595042717,restaurant,unknown restaurant in MANHATTAN
73 ATLANTIC AVENUE OPERATOR LLC,unknown,BROOKLYN,40.69124735965,-73.99798786108,restaurant,unknown restaurant in BROOKLYN
ANGELINA UNIONSQUARE LLC,unknown,MANHATTAN,40.7362831854,-73.99093562281,restaurant,unknown restaurant in MANHATTAN
TETEO ROOM AND CUISINE CORP.,unknown,BRONX,40.86278421422,-73.90692355088,restaurant,unknown restaurant in BRONX
BROOKLYN ROASTING WORKS LLC.,unknown,MANHATTAN,40.73660979179,-73.99067937838,restaurant,unknown restaurant in MANHATTAN
PARK TOWERS CAFE,unknown,MANHATTAN,40.76280769987,-73.96985756013,restaurant,unknown restaurant in MANHATTAN
OR'ESH,unknown,MANHATTAN,40.72604556748,-74.00067467243,restaurant,unknown restaurant in MANHATTAN
WONDER,unknown,STATEN ISLAND,40.62897572457,-74.11576257778,restaurant,unknown restaurant in STATEN ISLAND
HWA SHOO SHOO,unknown,QUEENS,40.7600523645,-73.83484785189,restaurant,unknown restaurant in QUEENS
AB STABLE LLC,unknown,MANHATTAN,40.75664132086,-73.97435784524,restaurant,unknown restaurant in MANHATTAN
OLIA,unknown,QUEENS,40.76454882089,-73.91638230537,restaurant,unknown restaurant in QUEENS
UNIVERSITY DELIGHTS,unknown,BRONX,40.8586863688,-73.88567252197,restaurant,unknown restaurant in BRONX
XSCAPE,unknown,QUEENS,40.68879106649,-73.81753662576,restaurant,unknown restaurant in QUEENS
GOOEY ON THE INSIDE,unknown,MANHATTAN,40.72831996806,-73.9847598183,restaurant,unknown restaurant in MANHATTAN
MILLIE'S COFFEE CO. / KAPETID ROASTERS,unknown,QUEENS,40.76961721779,-73.91857094614,restaurant,unknown restaurant in QUEENS
DANIEL DORADO,unknown,MANHATTAN,40.70494520368,-74.01746738163,restaurant,unknown restaurant in MANHATTAN
CANYON COFFEE,unknown,BROOKLYN,40.67952277287,-73.96817559854,restaurant,unknown restaurant in BROOKLYN
TIKKA GRILL,pakistani,QUEENS,40.76460327577,-73.88702593655,restaurant,pakistani restaurant in QUEENS
GUISADOS MARIAS CORP.,unknown,BROOKLYN,40.70459247648,-73.92906685827,restaurant,unknown restaurant in BROOKLYN
GEMINI SOUP BOWL,unknown,QUEENS,40.67830314005,-73.83181353132,restaurant,unknown restaurant in QUEENS
M A PIZZA & HOTDOG INC,unknown,MANHATTAN,40.72087105218,-73.98796146301,restaurant,unknown restaurant in MANHATTAN
BROOKLYN STANDARD,unknown,BROOKLYN,40.71174744872,-73.94263272463,restaurant,unknown restaurant in BROOKLYN
KUKIN BAR LOUNGE,unknown,QUEENS,40.70884377344,-73.77824152602,restaurant,unknown restaurant in QUEENS
CRUST NATION PIZZA STEINWAY LLC,unknown,QUEENS,40.76752638476,-73.91204278465,restaurant,unknown restaurant in QUEENS
ANDREA'S CHICKEN,peruvian,QUEENS,40.72415299682,-73.90438322396,restaurant,peruvian restaurant in QUEENS
UNITED CHOCOLATE WORKS,unknown,MANHATTAN,40.75054190782,-73.98754102176,restaurant,unknown restaurant in MANHATTAN
BANQUET KITCHEN,unknown,MANHATTAN,40.75325164677,-73.99808343349,restaurant,unknown restaurant in MANHATTAN
MR. CHEN,chinese,QUEENS,40.70050309773,-73.90004621029,restaurant,chinese restaurant in QUEENS
SAKURA JAPAN INCORPORATED,unknown,BROOKLYN,40.69071103227,-73.90814910702,restaurant,unknown restaurant in BROOKLYN
KIJITORA,unknown,BROOKLYN,40.71805337724,-73.95807072757,restaurant,unknown restaurant in BROOKLYN
FIRST CUP CAFE,unknown,QUEENS,40.75727682822,-73.93122320666,restaurant,unknown restaurant in QUEENS
OHEL YAD MANAGEMENT LLC,unknown,MANHATTAN,40.78785534499,-73.97752727645,restaurant,unknown restaurant in MANHATTAN
FOREVER JERK,unknown,STATEN ISLAND,40.61546563369,-74.08469088185,restaurant,unknown restaurant in STATEN ISLAND
NICE DAY CHINESE BROOKLYN,unknown,MANHATTAN,40.71044979454,-74.00090897069,restaurant,unknown restaurant in MANHATTAN
375 CHICKEN 'N FRIES,unknown,BROOKLYN,40.68034199249,-73.94893322796,restaurant,unknown restaurant in BROOKLYN
UNI THAI BISTRO,thai,BROOKLYN,40.64564798598,-73.97312502324,restaurant,thai restaurant in BROOKLYN
BROAD STREET DELI,unknown,MANHATTAN,40.7556341595,-73.97510900687,restaurant,unknown restaurant in MANHATTAN
ERONI T INC.,unknown,MANHATTAN,40.7454217744,-73.97950851068,restaurant,unknown restaurant in MANHATTAN
MARLOW EVENTS,unknown,BROOKLYN,40.68190408953,-74.00419316924,restaurant,unknown restaurant in BROOKLYN
LIBERTY BAGELS,unknown,MANHATTAN,40.72673716801,-73.99564885871,restaurant,unknown restaurant in MANHATTAN
PASTASOLE,unknown,MANHATTAN,40.72977180167,-73.98368788625,restaurant,unknown restaurant in MANHATTAN
JKCSNY INC,unknown,MANHATTAN,40.75406823942,-73.98232117075,restaurant,unknown restaurant in MANHATTAN
JIMMY'S,unknown,BRONX,40.83131167317,-73.85090624086,restaurant,unknown restaurant in BRONX
PIEZANOS,unknown,STATEN ISLAND,40.53248968287,-74.19207894698,restaurant,unknown restaurant in STATEN ISLAND
GBD JUNCTION LLC,unknown,BROOKLYN,40.63325749283,-73.94771200608,restaurant,unknown restaurant in BROOKLYN
DANTE APERITIVO,unknown,MANHATTAN,40.7367967442,-74.00401260566,restaurant,unknown restaurant in MANHATTAN
CHIP CITY,unknown,QUEENS,40.75910719061,-73.83417158497,restaurant,unknown restaurant in QUEENS
13115 SINGH CORP,unknown,QUEENS,40.7021080279,-73.82056923734,restaurant,unknown restaurant in QUEENS
YALA HALAL HYLAN,unknown,STATEN ISLAND,40.5832659425,-74.0958679057,restaurant,unknown restaurant in STATEN ISLAND
Cold Stone Creamery,unknown,BRONX,40.86184398087,-73.89257585817,restaurant,unknown restaurant in BRONX
J KOOK KITCHEN INC.,unknown,QUEENS,40.75964438429,-73.80407249176,restaurant,unknown restaurant in QUEENS
AREPAS BROOKLYN,unknown,QUEENS,40.69995766406,-73.90751240108,restaurant,unknown restaurant in QUEENS
FAT KEV'S,unknown,MANHATTAN,40.75920425609,-73.98653590503,restaurant,unknown restaurant in MANHATTAN
Panda Express,unknown,QUEENS,40.71995898397,-73.84426227855,restaurant,unknown restaurant in QUEENS
IRG WAVERLY LLC,unknown,MANHATTAN,40.73246282825,-73.99915206766,restaurant,unknown restaurant in MANHATTAN
KIN DEE THAI INC,unknown,BROOKLYN,40.70863166294,-73.94169761501,restaurant,unknown restaurant in BROOKLYN
PARTY PARADISE & SWEET TREATS LLC,unknown,QUEENS,40.70026647678,-73.82969500254,restaurant,unknown restaurant in QUEENS
JAX PIZZA JOINT,unknown,QUEENS,40.74787008598,-73.94022673652,restaurant,unknown restaurant in QUEENS
MIKADO,unknown,BROOKLYN,40.73118570074,-73.95443623798,restaurant,unknown restaurant in BROOKLYN
11385 CHINA HOUSE INC.,unknown,QUEENS,40.71305111629,-73.90862320716,restaurant,unknown restaurant in QUEENS
WHITE NOISE,unknown,MANHATTAN,40.77052414241,-73.99194543664,restaurant,unknown restaurant in MANHATTAN
MCDONALDS,unknown,BRONX,40.8351955943,-73.91977327913,restaurant,unknown restaurant in BRONX
"ROMAINE EMPIRE, INC.",unknown,MANHATTAN,40.82144946472,-73.93658706663,restaurant,unknown restaurant in MANHATTAN
AVOCA,unknown,MANHATTAN,40.77783869331,-73.94865597165,restaurant,unknown restaurant in MANHATTAN
LA MONTANA BAKERY,unknown,QUEENS,40.75595339237,-73.87787252499,restaurant,unknown restaurant in QUEENS
TAURO REST,unknown,MANHATTAN,40.72542499941,-74.00761615069,restaurant,unknown restaurant in MANHATTAN
ODO EAST VILLAGE,unknown,MANHATTAN,40.72444966785,-73.98346190337,restaurant,unknown restaurant in MANHATTAN
MIGHTY MEATBALLS,unknown,MANHATTAN,40.75406823942,-73.98232117075,restaurant,unknown restaurant in MANHATTAN
FRIDA'S FAVORITES CHURROS AND EMPANADAS,unknown,MANHATTAN,40.75406823942,-73.98232117075,restaurant,unknown restaurant in MANHATTAN
DUNKIN,donuts,MANHATTAN,40.81364428637,-73.95607750887,restaurant,donuts restaurant in MANHATTAN
1316 KOACHA INC,unknown,MANHATTAN,40.79766705026,-73.94926184394,restaurant,unknown restaurant in MANHATTAN
TASTY BREAD ARTISAN BAKERY INC,unknown,BROOKLYN,40.70712658572,-73.94535627909,restaurant,unknown restaurant in BROOKLYN
BXSLON INC.,unknown,BRONX,40.81951323867,-73.81752366702,restaurant,unknown restaurant in BRONX
DAKOTA TAVERNA CORP,unknown,MANHATTAN,40.83489751318,-73.94494376108,restaurant,unknown restaurant in MANHATTAN
INDIGO COFFEE CO LLC,unknown,MANHATTAN,40.75936348439,-73.96213439703,restaurant,unknown restaurant in MANHATTAN
MI ESPIGUITA,mexican,QUEENS,40.76155796844,-73.9257210341,restaurant,mexican restaurant in QUEENS
MEMBERS RESTAURANT AT THE TWENTY TWO,unknown,MANHATTAN,40.73711494048,-73.99218043331,restaurant,unknown restaurant in MANHATTAN
VIVA JUAREZ,mexican,QUEENS,40.74337576907,-73.87429767659,restaurant,mexican restaurant in QUEENS
MUNCHY MUNCHY CORP,unknown,MANHATTAN,40.75054190782,-73.98754102176,restaurant,unknown restaurant in MANHATTAN
COCORON,japanese,MANHATTAN,40.72009197332,-73.99328274115,restaurant,japanese restaurant in MANHATTAN
WINGS EAST HARLEM LLC,unknown,MANHATTAN,40.79278285627,-73.94084355032,restaurant,unknown restaurant in MANHATTAN
REDFARM,asian/asian fusion,MANHATTAN,40.78213040581,-73.98091987437,restaurant,asian/asian fusion restaurant in MANHATTAN
THE FISH BAR,unknown,BRONX,40.85602545758,-73.88717008998,restaurant,unknown restaurant in BRONX
SUBWAY,sandwiches,MANHATTAN,40.76926003238,-73.95199484828,restaurant,sandwiches restaurant in MANHATTAN
FLOP HOUSE COMEDY CLUB / SOCIAL HOUSE CAFE,unknown,BROOKLYN,40.71233788442,-73.95571888115,restaurant,unknown restaurant in BROOKLYN
SOBOL,unknown,MANHATTAN,40.78688246207,-73.97189415991,restaurant,unknown restaurant in MANHATTAN
NEW IPOH KITCHEN ASIAN CUISINE INC.,unknown,BROOKLYN,40.61696173421,-73.98537966353,restaurant,unknown restaurant in BROOKLYN
Aris pizza,unknown,BROOKLYN,40.64832434225,-74.00697667597,restaurant,unknown restaurant in BROOKLYN
GREY DOG CENTRAL PARK INC.,unknown,MANHATTAN,40.76624421734,-73.98387747217,restaurant,unknown restaurant in MANHATTAN
NIUKEE SHUMAI,unknown,MANHATTAN,40.7206054046,-73.99708868431,restaurant,unknown restaurant in MANHATTAN
MR. Q'S,unknown,BROOKLYN,40.6393407509,-74.00556329126,restaurant,unknown restaurant in BROOKLYN
HIMALAYAN RESTAURANT & BAR,asian/asian fusion,QUEENS,40.74897344796,-73.89151703007,restaurant,asian/asian fusion restaurant in QUEENS
SURF CITY PIZZERIA 2,unknown,BROOKLYN,40.61242911789,-73.97908847298,restaurant,unknown restaurant in BROOKLYN
THE HUB,american,MANHATTAN,40.75065483663,-73.99194423908,restaurant,american restaurant in MANHATTAN
BB UWS 97TH LLC,unknown,MANHATTAN,40.79404211167,-73.96664350944,restaurant,unknown restaurant in MANHATTAN
NON LA TAN LLC,unknown,QUEENS,40.75910991972,-73.83416074911,restaurant,unknown restaurant in QUEENS
KBBQ 32 CORP.,unknown,MANHATTAN,40.74762961144,-73.98661043428,restaurant,unknown restaurant in MANHATTAN
CANTINA VALENCIA,unknown,STATEN ISLAND,40.5892089535,-74.10160479402,restaurant,unknown restaurant in STATEN ISLAND
JOLOFF,african,BROOKLYN,40.68409078354,-73.95406832007,restaurant,african restaurant in BROOKLYN
LA GRANGE DELICE LLC,unknown,BROOKLYN,40.57549525204,-73.97905688427,restaurant,unknown restaurant in BROOKLYN
LUIGIS PIZZERIA BROOKLYN INC,unknown,BROOKLYN,40.59896459071,-73.95523980867,restaurant,unknown restaurant in BROOKLYN
LUCKY GRAND BAKERY,chinese,MANHATTAN,40.71778083805,-73.99261920881,restaurant,chinese restaurant in MANHATTAN
GOLDEN STAR,chinese,STATEN ISLAND,40.60315367606,-74.08311227931,restaurant,chinese restaurant in STATEN ISLAND
NEW CHAMPION WOK,chinese,QUEENS,40.75535472948,-73.9450783387,restaurant,chinese restaurant in QUEENS
TAQUERIA QUE ONDA,unknown,BROOKLYN,40.66541580577,-73.98941694758,restaurant,unknown restaurant in BROOKLYN
EFFYS CAFE & PATISSERIE,unknown,MANHATTAN,40.78732991027,-73.97211425397,restaurant,unknown restaurant in MANHATTAN
SAGIE SHAHAR,unknown,MANHATTAN,40.73660979179,-73.99067937838,restaurant,unknown restaurant in MANHATTAN
MISS JOYCE KITCHEN CARIBBEAN RESTAURANT LLC,unknown,BRONX,40.82505456445,-73.89077103491,restaurant,unknown restaurant in BRONX
ADDA,unknown,MANHATTAN,40.72671168591,-73.98593997415,restaurant,unknown restaurant in MANHATTAN
375 CHICKEN N FRIES,unknown,BROOKLYN,40.70386446179,-73.94262150111,restaurant,unknown restaurant in BROOKLYN
HUDSON,unknown,QUEENS,40.64831282607,-73.78828149759,restaurant,unknown restaurant in QUEENS
MUI INC.,unknown,MANHATTAN,40.7274966177,-73.98536975135,restaurant,unknown restaurant in MANHATTAN
CEMPASUCHIL MEXICAN BISTRO LLC,unknown,BROOKLYN,40.67888386297,-73.92737457375,restaurant,unknown restaurant in BROOKLYN
CLOUD CATERING,unknown,QUEENS,40.74719034866,-73.92337681303,restaurant,unknown restaurant in QUEENS
PURE LOUNGE,caribbean,QUEENS,40.68186306592,-73.76606212329,restaurant,caribbean restaurant in QUEENS
ONE STOP SENIOR DAY CARE INC,unknown,QUEENS,40.7195585397,-73.84246666933,restaurant,unknown restaurant in QUEENS
ETC,fusion,MANHATTAN,40.74801640374,-73.98484913084,restaurant,fusion restaurant in MANHATTAN
PACIFIC BK NYC,unknown,BROOKLYN,40.67892386566,-73.95796202765,restaurant,unknown restaurant in BROOKLYN
LEE'S KITCHEN,chinese,BRONX,40.87135600809,-73.86303748934,restaurant,chinese restaurant in BRONX
GOLDEN BULL HANDMADE NOODLES,unknown,MANHATTAN,40.70643623123,-74.0127897431,restaurant,unknown restaurant in MANHATTAN
HK HALL,unknown,MANHATTAN,40.76478232107,-73.99590267224,restaurant,unknown restaurant in MANHATTAN
TWISTED KNOT CAFE & LOUNGE,unknown,MANHATTAN,40.75085716991,-73.98439011095,restaurant,unknown restaurant in MANHATTAN
TRAVEL BAR,american,BROOKLYN,40.67604955531,-73.99894729362,restaurant,american restaurant in BROOKLYN
SUPER GOLDEN CHOPSTICKS,chinese,MANHATTAN,40.70394697523,-74.01029705239,restaurant,chinese restaurant in MANHATTAN
Juici Patties,unknown,BRONX,40.81774199542,-73.9241262272,restaurant,unknown restaurant in BRONX
SALUMERIA ROSI,unknown,MANHATTAN,40.72900512843,-73.97834818304,restaurant,unknown restaurant in MANHATTAN
ROAST,unknown,MANHATTAN,40.74865660845,-73.97345865464,restaurant,unknown restaurant in MANHATTAN
L' APPARTEMENT 4F,unknown,MANHATTAN,40.73474373,-73.99957421509,restaurant,unknown restaurant in MANHATTAN
RA @ SHOPIFY,unknown,MANHATTAN,40.74305188157,-74.0075459975,restaurant,unknown restaurant in MANHATTAN
SPICE & GRILL,unknown,QUEENS,40.74659077862,-73.90035934979,restaurant,unknown restaurant in QUEENS
PANDA EXPRESS,chinese,MANHATTAN,40.7563027633,-73.97040194296,restaurant,chinese restaurant in MANHATTAN
MOCHA BURGER,unknown,MANHATTAN,40.75587916659,-73.97870397315,restaurant,unknown restaurant in MANHATTAN
HEN HOUSE,unknown,MANHATTAN,40.75054190782,-73.98754102176,restaurant,unknown restaurant in MANHATTAN
FULL LIFE SELINA LLC,unknown,MANHATTAN,40.75065506808,-74.00343236051,restaurant,unknown restaurant in MANHATTAN
BAR REVE,unknown,BROOKLYN,40.68408051171,-73.99226599939,restaurant,unknown restaurant in BROOKLYN
121 Master Hong Noodle House,unknown,QUEENS,40.7613203278,-73.83099665042,restaurant,unknown restaurant in QUEENS
STRAWBERRO LLC,unknown,MANHATTAN,40.70626329736,-74.01290873417,restaurant,unknown restaurant in MANHATTAN
LONG WON,chinese,BROOKLYN,40.63735094378,-73.89363764069,restaurant,chinese restaurant in BROOKLYN
MADISON PIZZA NYC,unknown,MANHATTAN,40.74987421089,-73.98209851954,restaurant,unknown restaurant in MANHATTAN
TRIONA'S,unknown,MANHATTAN,40.7353357086,-73.98569999437,restaurant,unknown restaurant in MANHATTAN
CARIBBEAN INTERNATIONAL FOOD INC,unknown,QUEENS,40.69649475954,-73.76170107834,restaurant,unknown restaurant in QUEENS
BUONA NOTTE,italian,MANHATTAN,40.71777831586,-73.99814939114,restaurant,italian restaurant in MANHATTAN
FOOD N 3738 CORP,unknown,BRONX,40.8360470825,-73.90280154282,restaurant,unknown restaurant in BRONX
"HALSEY GRILL TAKEOUT, LLC",unknown,BROOKLYN,40.64508009814,-73.94955849752,restaurant,unknown restaurant in BROOKLYN
ACRO COFFEE,unknown,MANHATTAN,40.73046341435,-73.98321505335,restaurant,unknown restaurant in MANHATTAN
MAKARA,unknown,QUEENS,40.75547050489,-73.88606331732,restaurant,unknown restaurant in QUEENS
DUNKIN DONUTS,unknown,MANHATTAN,40.70168790108,-74.01163112586,restaurant,unknown restaurant in MANHATTAN
EMPLOYEE FEEDING,american,MANHATTAN,40.75065483663,-73.99194423908,restaurant,american restaurant in MANHATTAN
AROMATIC KITCHEN INC.,unknown,QUEENS,40.7019376114,-73.80528143697,restaurant,unknown restaurant in QUEENS
EXCELLENT SUSHI,unknown,MANHATTAN,40.76319266864,-73.98917031824,restaurant,unknown restaurant in MANHATTAN
BAR ZAKH CAFÉ,unknown,BROOKLYN,40.67378334271,-73.93063549775,restaurant,unknown restaurant in BROOKLYN
ALL LIN COMING INC,unknown,STATEN ISLAND,40.5521290437,-74.21209266178,restaurant,unknown restaurant in STATEN ISLAND
JOSE RODRIGUEZ,unknown,BROOKLYN,40.69195205906,-73.91962897045,restaurant,unknown restaurant in BROOKLYN
ROCK CENTER TOWNHOUSE F&B LLC,unknown,MANHATTAN,40.75752313418,-73.97794543255,restaurant,unknown restaurant in MANHATTAN
DELIGHTFUL HALAL FOOD INC,unknown,BROOKLYN,40.68527314089,-73.91461436561,restaurant,unknown restaurant in BROOKLYN
ORWASHERS BAKERY,unknown,MANHATTAN,40.78469767754,-73.97205036148,restaurant,unknown restaurant in MANHATTAN
KENDO SUSHI INC,unknown,QUEENS,40.7590989094,-73.83413911857,restaurant,unknown restaurant in QUEENS
ZARHAL,unknown,BROOKLYN,40.63793898675,-73.97827335542,restaurant,unknown restaurant in BROOKLYN
EL MEXICANO RESTAURANTE & CAFFEE 2 CORPORATION,unknown,BROOKLYN,40.63578657224,-73.9757555791,restaurant,unknown restaurant in BROOKLYN
VICTORIA PAUL CO.,unknown,BROOKLYN,40.70292261203,-73.98466105485,restaurant,unknown restaurant in BROOKLYN
16 SOLA LLC,unknown,MANHATTAN,40.74650988421,-73.98782688864,restaurant,unknown restaurant in MANHATTAN
"GOUT BOUCHE, LLC",unknown,BROOKLYN,40.63705272632,-73.95215878075,restaurant,unknown restaurant in BROOKLYN
DOSA ROYALE,unknown,BROOKLYN,40.68706453377,-73.97580537249,restaurant,unknown restaurant in BROOKLYN
CHEFSCAPE,unknown,MANHATTAN,40.72331699361,-74.00798389687,restaurant,unknown restaurant in MANHATTAN
EL ENCEBOLLADO DE VICTOR 4,unknown,QUEENS,40.75207612098,-73.86889973978,restaurant,unknown restaurant in QUEENS
WESTWAY DINER,american,MANHATTAN,40.75947923235,-73.99184931572,restaurant,american restaurant in MANHATTAN
PLAYGROUND,thai,QUEENS,40.74656313193,-73.89401117462,restaurant,thai restaurant in QUEENS
WSD HUDSON I VENTURES LLC,unknown,MANHATTAN,40.7537978664,-73.99908682614,restaurant,unknown restaurant in MANHATTAN
NATE'S DETROIT PIZZA,unknown,BROOKLYN,40.68047471683,-73.97771502866,restaurant,unknown restaurant in BROOKLYN
ARITZIA,unknown,MANHATTAN,40.73888800954,-73.99150181288,restaurant,unknown restaurant in MANHATTAN
RENNY RESTAURANT INC.,unknown,BROOKLYN,40.6857431251,-73.91546109784,restaurant,unknown restaurant in BROOKLYN
MORGAN'S,unknown,MANHATTAN,40.7556341595,-73.97510900687,restaurant,unknown restaurant in MANHATTAN
SIGNATURE THEATRE,unknown,MANHATTAN,40.75937236319,-73.99490673296,restaurant,unknown restaurant in MANHATTAN
Bar Lola,unknown,MANHATTAN,40.7603518549,-73.98928629357,restaurant,unknown restaurant in MANHATTAN
SSAM BAYSIDE LLC,unknown,QUEENS,40.67880033162,-73.83396104016,restaurant,unknown restaurant in QUEENS
LA CABANA RESTAURANT AND BAKERY,unknown,QUEENS,40.60361749372,-73.75180991949,restaurant,unknown restaurant in QUEENS
ARCHER SPORTS BAR,american,BRONX,40.83842542032,-73.86366210132,restaurant,american restaurant in BRONX
FABRIQUE INC.,unknown,MANHATTAN,40.70356563286,-74.00803562205,restaurant,unknown restaurant in MANHATTAN
CHILANGOS TAQUERIA,unknown,BROOKLYN,40.70048605538,-73.91279516909,restaurant,unknown restaurant in BROOKLYN
